delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"6","1","47","-4","17","1","0","0","0","0","0","30","36","37","84","80","97","60","2016-09-19 08:00:00","129"
"6","1","47","-4","17","0","1","0","0","0","0","30","36","37","84","80","97","60","2016-09-19 08:20:00","122"
"6","1","47","-4","17","0","0","1","0","0","0","30","36","37","84","80","97","60","2016-09-19 08:40:00","98"
"6","1","47","-4","17","0","0","0","1","0","0","30","36","37","84","80","97","60","2016-09-19 09:00:00","89"
"6","1","47","-4","17","0","0","0","0","1","0","30","36","37","84","80","97","60","2016-09-19 09:20:00","78"
"6","1","47","-4","17","0","0","0","0","0","1","30","36","37","84","80","97","60","2016-09-19 09:40:00","59"
"-10","7","2","10","13","1","0","0","0","0","0","77","67","74","76","86","99","79","2016-09-19 17:00:00","85"
"-10","7","2","10","13","0","1","0","0","0","0","77","67","74","76","86","99","79","2016-09-19 17:20:00","72"
"-10","7","2","10","13","0","0","1","0","0","0","77","67","74","76","86","99","79","2016-09-19 17:40:00","53"
"-10","7","2","10","13","0","0","0","1","0","0","77","67","74","76","86","99","79","2016-09-19 18:00:00","55"
"-10","7","2","10","13","0","0","0","0","1","0","77","67","74","76","86","99","79","2016-09-19 18:20:00","50"
"-10","7","2","10","13","0","0","0","0","0","1","77","67","74","76","86","99","79","2016-09-19 18:40:00","49"
"-2","23","25","7","7","1","0","0","0","0","0","33","31","54","79","86","93","62","2016-09-20 08:00:00","112"
"-2","23","25","7","7","0","1","0","0","0","0","33","31","54","79","86","93","62","2016-09-20 08:20:00","111"
"-2","23","25","7","7","0","0","1","0","0","0","33","31","54","79","86","93","62","2016-09-20 08:40:00","112"
"-2","23","25","7","7","0","0","0","1","0","0","33","31","54","79","86","93","62","2016-09-20 09:00:00","105"
"-2","23","25","7","7","0","0","0","0","1","0","33","31","54","79","86","93","62","2016-09-20 09:20:00","99"
"-2","23","25","7","7","0","0","0","0","0","1","33","31","54","79","86","93","62","2016-09-20 09:40:00","87"
"7","0","13","-6","-12","1","0","0","0","0","0","62","69","69","82","76","64","70","2016-09-20 17:00:00","82"
"7","0","13","-6","-12","0","1","0","0","0","0","62","69","69","82","76","64","70","2016-09-20 17:20:00","86"
"7","0","13","-6","-12","0","0","1","0","0","0","62","69","69","82","76","64","70","2016-09-20 17:40:00","85"
"7","0","13","-6","-12","0","0","0","1","0","0","62","69","69","82","76","64","70","2016-09-20 18:00:00","77"
"7","0","13","-6","-12","0","0","0","0","1","0","62","69","69","82","76","64","70","2016-09-20 18:20:00","60"
"7","0","13","-6","-12","0","0","0","0","0","1","62","69","69","82","76","64","70","2016-09-20 18:40:00","56"
"3","5","28","-5","7","1","0","0","0","0","0","6","9","14","42","37","44","25","2016-09-21 08:00:00","37"
"3","5","28","-5","7","0","1","0","0","0","0","6","9","14","42","37","44","25","2016-09-21 08:20:00","30"
"3","5","28","-5","7","0","0","1","0","0","0","6","9","14","42","37","44","25","2016-09-21 08:40:00","66"
"3","5","28","-5","7","0","0","0","1","0","0","6","9","14","42","37","44","25","2016-09-21 09:00:00","104"
"3","5","28","-5","7","0","0","0","0","1","0","6","9","14","42","37","44","25","2016-09-21 09:20:00","100"
"3","5","28","-5","7","0","0","0","0","0","1","6","9","14","42","37","44","25","2016-09-21 09:40:00","80"
"18","-4","-11","15","18","1","0","0","0","0","0","63","81","77","66","81","99","77","2016-09-21 17:00:00","88"
"18","-4","-11","15","18","0","1","0","0","0","0","63","81","77","66","81","99","77","2016-09-21 17:20:00","77"
"18","-4","-11","15","18","0","0","1","0","0","0","63","81","77","66","81","99","77","2016-09-21 17:40:00","83"
"18","-4","-11","15","18","0","0","0","1","0","0","63","81","77","66","81","99","77","2016-09-21 18:00:00","58"
"18","-4","-11","15","18","0","0","0","0","1","0","63","81","77","66","81","99","77","2016-09-21 18:20:00","72"
"18","-4","-11","15","18","0","0","0","0","0","1","63","81","77","66","81","99","77","2016-09-21 18:40:00","49"
"1","7","34","7","21","1","0","0","0","0","0","30","31","38","72","79","100","58","2016-09-22 08:00:00","108"
"1","7","34","7","21","0","1","0","0","0","0","30","31","38","72","79","100","58","2016-09-22 08:20:00","110"
"1","7","34","7","21","0","0","1","0","0","0","30","31","38","72","79","100","58","2016-09-22 08:40:00","101"
"1","7","34","7","21","0","0","0","1","0","0","30","31","38","72","79","100","58","2016-09-22 09:00:00","96"
"1","7","34","7","21","0","0","0","0","1","0","30","31","38","72","79","100","58","2016-09-22 09:20:00","81"
"1","7","34","7","21","0","0","0","0","0","1","30","31","38","72","79","100","58","2016-09-22 09:40:00","65"
"11","-2","-20","42","3","1","0","0","0","0","0","62","73","71","51","93","96","74","2016-09-22 17:00:00","71"
"11","-2","-20","42","3","0","1","0","0","0","0","62","73","71","51","93","96","74","2016-09-22 17:20:00","76"
"11","-2","-20","42","3","0","0","1","0","0","0","62","73","71","51","93","96","74","2016-09-22 17:40:00","70"
"11","-2","-20","42","3","0","0","0","1","0","0","62","73","71","51","93","96","74","2016-09-22 18:00:00","83"
"11","-2","-20","42","3","0","0","0","0","1","0","62","73","71","51","93","96","74","2016-09-22 18:20:00","63"
"11","-2","-20","42","3","0","0","0","0","0","1","62","73","71","51","93","96","74","2016-09-22 18:40:00","53"
"1","22","28","9","12","1","0","0","0","0","0","31","32","54","82","91","103","65","2016-09-23 08:00:00","112"
"1","22","28","9","12","0","1","0","0","0","0","31","32","54","82","91","103","65","2016-09-23 08:20:00","106"
"1","22","28","9","12","0","0","1","0","0","0","31","32","54","82","91","103","65","2016-09-23 08:40:00","118"
"1","22","28","9","12","0","0","0","1","0","0","31","32","54","82","91","103","65","2016-09-23 09:00:00","92"
"1","22","28","9","12","0","0","0","0","1","0","31","32","54","82","91","103","65","2016-09-23 09:20:00","93"
"1","22","28","9","12","0","0","0","0","0","1","31","32","54","82","91","103","65","2016-09-23 09:40:00","76"
"-5","-11","-5","23","10","1","0","0","0","0","0","98","93","82","77","100","110","93","2016-09-23 17:00:00","95"
"-5","-11","-5","23","10","0","1","0","0","0","0","98","93","82","77","100","110","93","2016-09-23 17:20:00","92"
"-5","-11","-5","23","10","0","0","1","0","0","0","98","93","82","77","100","110","93","2016-09-23 17:40:00","95"
"-5","-11","-5","23","10","0","0","0","1","0","0","98","93","82","77","100","110","93","2016-09-23 18:00:00","80"
"-5","-11","-5","23","10","0","0","0","0","1","0","98","93","82","77","100","110","93","2016-09-23 18:20:00","71"
"-5","-11","-5","23","10","0","0","0","0","0","1","98","93","82","77","100","110","93","2016-09-23 18:40:00","80"
"1","14","1","18","18","1","0","0","0","0","0","30","31","45","46","64","82","49","2016-09-24 08:00:00","74"
"1","14","1","18","18","0","1","0","0","0","0","30","31","45","46","64","82","49","2016-09-24 08:20:00","86"
"1","14","1","18","18","0","0","1","0","0","0","30","31","45","46","64","82","49","2016-09-24 08:40:00","91"
"1","14","1","18","18","0","0","0","1","0","0","30","31","45","46","64","82","49","2016-09-24 09:00:00","94"
"1","14","1","18","18","0","0","0","0","1","0","30","31","45","46","64","82","49","2016-09-24 09:20:00","96"
"1","14","1","18","18","0","0","0","0","0","1","30","31","45","46","64","82","49","2016-09-24 09:40:00","100"
"9","5","-7","-4","6","1","0","0","0","0","0","80","89","94","87","83","89","87","2016-09-24 17:00:00","71"
"9","5","-7","-4","6","0","1","0","0","0","0","80","89","94","87","83","89","87","2016-09-24 17:20:00","89"
"9","5","-7","-4","6","0","0","1","0","0","0","80","89","94","87","83","89","87","2016-09-24 17:40:00","85"
"9","5","-7","-4","6","0","0","0","1","0","0","80","89","94","87","83","89","87","2016-09-24 18:00:00","34"
"9","5","-7","-4","6","0","0","0","0","0","1","80","89","94","87","83","89","87","2016-09-24 18:40:00","1"
"-1","7","6","1","6","1","0","0","0","0","0","3","2","9","15","16","22","11","2016-09-25 08:00:00","70"
"6","1","15","17","8","0","1","0","0","0","0","23","29","30","45","62","70","43","2016-09-25 08:20:00","75"
"6","1","15","17","8","0","0","1","0","0","0","23","29","30","45","62","70","43","2016-09-25 08:40:00","90"
"6","1","15","17","8","0","0","0","1","0","0","23","29","30","45","62","70","43","2016-09-25 09:00:00","64"
"6","1","15","17","8","0","0","0","0","1","0","23","29","30","45","62","70","43","2016-09-25 09:20:00","104"
"6","1","15","17","8","0","0","0","0","0","1","23","29","30","45","62","70","43","2016-09-25 09:40:00","93"
"-8","-14","15","10","0","1","0","0","0","0","0","91","83","69","84","94","94","85","2016-09-25 17:00:00","84"
"-28","1","16","-18","10","0","1","0","0","0","0","103","75","76","92","74","84","84","2016-09-25 17:20:00","77"
"-28","1","16","-18","10","0","0","1","0","0","0","103","75","76","92","74","84","84","2016-09-25 17:40:00","56"
"-28","1","16","-18","10","0","0","0","1","0","0","103","75","76","92","74","84","84","2016-09-25 18:00:00","71"
"-28","1","16","-18","10","0","0","0","0","1","0","103","75","76","92","74","84","84","2016-09-25 18:20:00","66"
"-28","1","16","-18","10","0","0","0","0","0","1","103","75","76","92","74","84","84","2016-09-25 18:40:00","41"
"1","9","2","14","-2","1","0","0","0","0","0","1","2","11","13","27","25","13","2016-09-26 08:00:00","117"
"33","15","26","12","-9","0","1","0","0","0","0","40","73","88","114","126","117","93","2016-09-26 08:20:00","130"
"33","15","26","12","-9","0","0","1","0","0","0","40","73","88","114","126","117","93","2016-09-26 08:40:00","121"
"33","15","26","12","-9","0","0","0","1","0","0","40","73","88","114","126","117","93","2016-09-26 09:00:00","126"
"33","15","26","12","-9","0","0","0","0","1","0","40","73","88","114","126","117","93","2016-09-26 09:20:00","120"
"33","15","26","12","-9","0","0","0","0","0","1","40","73","88","114","126","117","93","2016-09-26 09:40:00","81"
"13","-12","38","-13","-1","1","0","0","0","0","0","51","64","52","90","77","76","68","2016-09-26 17:00:00","71"
"1","-8","11","-2","-2","0","1","0","0","0","0","71","72","64","75","73","71","71","2016-09-26 17:20:00","67"
"1","-8","11","-2","-2","0","0","1","0","0","0","71","72","64","75","73","71","71","2016-09-26 17:40:00","63"
"1","-8","11","-2","-2","0","0","0","1","0","0","71","72","64","75","73","71","71","2016-09-26 18:00:00","63"
"1","-8","11","-2","-2","0","0","0","0","1","0","71","72","64","75","73","71","71","2016-09-26 18:20:00","52"
"1","-8","11","-2","-2","0","0","0","0","0","1","71","72","64","75","73","71","71","2016-09-26 18:40:00","48"
"2","15","-1","2","9","1","0","0","0","0","0","1","3","18","17","19","28","14","2016-09-27 08:00:00","128"
"12","8","38","15","24","0","1","0","0","0","0","31","43","51","89","104","128","74","2016-09-27 08:20:00","117"
"12","8","38","15","24","0","0","1","0","0","0","31","43","51","89","104","128","74","2016-09-27 08:40:00","131"
"12","8","38","15","24","0","0","0","1","0","0","31","43","51","89","104","128","74","2016-09-27 09:00:00","111"
"12","8","38","15","24","0","0","0","0","1","0","31","43","51","89","104","128","74","2016-09-27 09:20:00","90"
"12","8","38","15","24","0","0","0","0","0","1","31","43","51","89","104","128","74","2016-09-27 09:40:00","94"
"-50","19","4","11","2","1","0","0","0","0","0","82","32","51","55","66","68","59","2016-09-27 17:00:00","93"
"-13","0","-4","16","10","0","1","0","0","0","0","84","71","71","67","83","93","78","2016-09-27 17:20:00","21"
"-13","0","-4","16","10","0","0","1","0","0","0","84","71","71","67","83","93","78","2016-09-27 17:40:00","59"
"-13","0","-4","16","10","0","0","0","1","0","0","84","71","71","67","83","93","78","2016-09-27 18:00:00","43"
"-13","0","-4","16","10","0","0","0","0","1","0","84","71","71","67","83","93","78","2016-09-27 18:20:00","64"
"-13","0","-4","16","10","0","0","0","0","0","1","84","71","71","67","83","93","78","2016-09-27 18:40:00","60"
"-1","2","1","4","-3","1","0","0","0","0","0","2","1","3","4","8","5","3","2016-09-28 08:00:00","32"
"13","8","14","-14","-2","0","1","0","0","0","0","13","26","34","48","34","32","31","2016-09-28 08:20:00","41"
"13","8","14","-14","-2","0","0","1","0","0","0","13","26","34","48","34","32","31","2016-09-28 08:40:00","35"
"13","8","14","-14","-2","0","0","0","1","0","0","13","26","34","48","34","32","31","2016-09-28 09:00:00","35"
"13","8","14","-14","-2","0","0","0","0","1","0","13","26","34","48","34","32","31","2016-09-28 09:20:00","23"
"13","8","14","-14","-2","0","0","0","0","0","1","13","26","34","48","34","32","31","2016-09-28 09:40:00","21"
"0","-3","4","-9","4","1","0","0","0","0","0","15","15","12","16","7","11","12","2016-09-28 17:00:00","56"
"-5","8","11","47","-20","0","1","0","0","0","0","15","10","18","29","76","56","34","2016-09-28 17:20:00","79"
"-5","8","11","47","-20","0","0","1","0","0","0","15","10","18","29","76","56","34","2016-09-28 17:40:00","69"
"-5","8","11","47","-20","0","0","0","1","0","0","15","10","18","29","76","56","34","2016-09-28 18:00:00","43"
"-5","8","11","47","-20","0","0","0","0","1","0","15","10","18","29","76","56","34","2016-09-28 18:20:00","54"
"-5","8","11","47","-20","0","0","0","0","0","1","15","10","18","29","76","56","34","2016-09-28 18:40:00","52"
"3","8","-3","2","4","1","0","0","0","0","0","1","4","12","9","11","15","8","2016-09-29 08:00:00","105"
"18","36","4","16","17","0","1","0","0","0","0","14","32","68","72","88","105","63","2016-09-29 08:20:00","99"
"18","36","4","16","17","0","0","1","0","0","0","14","32","68","72","88","105","63","2016-09-29 08:40:00","114"
"18","36","4","16","17","0","0","0","1","0","0","14","32","68","72","88","105","63","2016-09-29 09:00:00","117"
"18","36","4","16","17","0","0","0","0","1","0","14","32","68","72","88","105","63","2016-09-29 09:20:00","102"
"18","36","4","16","17","0","0","0","0","0","1","14","32","68","72","88","105","63","2016-09-29 09:40:00","82"
"9","-9","1","-3","18","1","0","0","0","0","0","66","75","66","67","64","82","70","2016-09-29 17:00:00","78"
"7","-14","7","8","-8","0","1","0","0","0","0","78","85","71","78","86","78","79","2016-09-29 17:20:00","70"
"7","-14","7","8","-8","0","0","1","0","0","0","78","85","71","78","86","78","79","2016-09-29 17:40:00","71"
"7","-14","7","8","-8","0","0","0","1","0","0","78","85","71","78","86","78","79","2016-09-29 18:00:00","70"
"7","-14","7","8","-8","0","0","0","0","1","0","78","85","71","78","86","78","79","2016-09-29 18:20:00","67"
"7","-14","7","8","-8","0","0","0","0","0","1","78","85","71","78","86","78","79","2016-09-29 18:40:00","58"
"1","9","8","-3","19","1","0","0","0","0","0","1","2","11","19","16","35","14","2016-09-30 08:00:00","114"
"15","25","9","18","10","0","1","0","0","0","0","37","52","77","86","104","114","78","2016-09-30 08:20:00","104"
"15","25","9","18","10","0","0","1","0","0","0","37","52","77","86","104","114","78","2016-09-30 08:40:00","107"
"15","25","9","18","10","0","0","0","1","0","0","37","52","77","86","104","114","78","2016-09-30 09:00:00","91"
"15","25","9","18","10","0","0","0","0","1","0","37","52","77","86","104","114","78","2016-09-30 09:20:00","92"
"15","25","9","18","10","0","0","0","0","0","1","37","52","77","86","104","114","78","2016-09-30 09:40:00","75"
"17","-14","2","-42","69","1","0","0","0","0","0","106","123","109","111","69","138","109","2016-09-30 17:00:00","131"
"2","-6","19","-5","-12","0","1","0","0","0","0","133","135","129","148","143","131","136","2016-09-30 17:20:00","133"
"2","-6","19","-5","-12","0","0","1","0","0","0","133","135","129","148","143","131","136","2016-09-30 17:40:00","52"
"2","-6","19","-5","-12","0","0","0","1","0","0","133","135","129","148","143","131","136","2016-09-30 18:00:00","25"
"2","-6","19","-5","-12","0","0","0","0","1","0","133","135","129","148","143","131","136","2016-09-30 18:20:00","32"
"2","-6","19","-5","-12","0","0","0","0","0","1","133","135","129","148","143","131","136","2016-09-30 18:40:00","27"
"2","-1","11","-5","7","1","0","0","0","0","0","2","4","3","14","9","16","8","2016-10-01 08:00:00","14"
"3","6","-6","7","-6","0","1","0","0","0","0","10","13","19","13","20","14","14","2016-10-01 08:20:00","14"
"3","6","-6","7","-6","0","0","1","0","0","0","10","13","19","13","20","14","14","2016-10-01 08:40:00","10"
"3","6","-6","7","-6","0","0","0","1","0","0","10","13","19","13","20","14","14","2016-10-01 09:00:00","11"
"3","6","-6","7","-6","0","0","0","0","1","0","10","13","19","13","20","14","14","2016-10-01 09:20:00","13"
"3","6","-6","7","-6","0","0","0","0","0","1","10","13","19","13","20","14","14","2016-10-01 09:40:00","9"
"2","5","-9","3","-4","1","0","0","0","0","0","11","13","18","9","12","8","11","2016-10-01 17:00:00","12"
"0","3","-1","3","-1","0","1","0","0","0","0","8","8","11","10","13","12","10","2016-10-01 17:20:00","9"
"0","3","-1","3","-1","0","0","1","0","0","0","8","8","11","10","13","12","10","2016-10-01 17:40:00","4"
"0","3","-1","3","-1","0","0","0","1","0","0","8","8","11","10","13","12","10","2016-10-01 18:00:00","7"
"0","3","-1","3","-1","0","0","0","0","1","0","8","8","11","10","13","12","10","2016-10-01 18:20:00","6"
"0","3","-1","3","-1","0","0","0","0","0","1","8","8","11","10","13","12","10","2016-10-01 18:40:00","5"
"-2","-1","0","-1","0","0","1","0","0","0","0","6","4","3","3","2","2","3","2016-10-02 08:20:00","15"
"-4","0","1","1","12","0","0","1","0","0","0","5","1","1","2","3","15","4","2016-10-02 08:40:00","18"
"-4","0","1","1","12","0","0","0","1","0","0","5","1","1","2","3","15","4","2016-10-02 09:00:00","14"
"-4","0","1","1","12","0","0","0","0","1","0","5","1","1","2","3","15","4","2016-10-02 09:20:00","11"
"-4","0","1","1","12","0","0","0","0","0","1","5","1","1","2","3","15","4","2016-10-02 09:40:00","8"
"-1","-2","6","-1","-2","1","0","0","0","0","0","6","5","3","9","8","6","6","2016-10-02 17:00:00","11"
"-1","-2","6","-1","-2","0","1","0","0","0","0","6","5","3","9","8","6","6","2016-10-02 17:20:00","10"
"1","-5","0","3","-1","0","0","1","0","0","0","12","13","8","8","11","10","10","2016-10-02 17:40:00","4"
"1","-5","0","3","-1","0","0","0","1","0","0","12","13","8","8","11","10","10","2016-10-02 18:00:00","2"
"1","-5","0","3","-1","0","0","0","0","1","0","12","13","8","8","11","10","10","2016-10-02 18:20:00","3"
"1","-5","0","3","-1","0","0","0","0","0","1","12","13","8","8","11","10","10","2016-10-02 18:40:00","2"
"0","0","1","-1","3","1","0","0","0","0","0","1","1","1","2","1","4","1","2016-10-03 08:00:00","8"
"0","0","1","-1","3","0","1","0","0","0","0","1","1","1","2","1","4","1","2016-10-03 08:20:00","8"
"2","-2","5","1","0","0","0","1","0","0","0","2","4","2","7","8","8","5","2016-10-03 08:40:00","6"
"-8","3","-3","-1","-1","1","0","0","0","0","0","13","5","8","5","4","3","6","2016-10-03 17:00:00","5"
